project_id;Source;Project Name;Entities;Capture or Storage Details;Country;Location;State;Sector Classification;Sector Description;Subsector Classification;Subsector Description;Approx. Latitude;Approx. Longitude;Onshore/Offshore;Capacity (Metric Tons Per Annum);Storage Classification;Storage Description;Year Announced;Year Operational;Status;Notes;Month Announced;Reference;Capture Lead Company;Storage Lead Company;Transport Operator;Storage Capacity (Mt total);Funding Source;Funding Amount (EUR M);EU Funding Program;FID Date;Project Website;approximate_location;source
GB-032;CATF;EET Carbon Capture;Essa Oilr, Mitsubishi Heavy Industris;Capture from Stanlow refinery, storage as part of HyNet cluster;UK;Stanlow, UK;;Industrial;Industrial;Other Subsector;Refinery;53.2722007663;-2.8460900485;Onshore;860000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2023;;In Development;;;https://www.mhi.com/news/23110902.html;;;;;;;;;;;CATF
GB-033;CATF;Prax Lindsay Oil Refinery;Prax/Total;£300 million Capture project from oil refinery, part of east coast cluster;UK;Lindsay, UK;;Industrial;Industrial;Other Subsector;Oil refinery;53.642431136;-0.25406113225;Onshore;1100000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2023;;In Development;Part of East Coast Cluster;;;;;;;;;;;;;CATF
GB-034;CATF;St Fergus Gas Terminal;Storegga, Shell, Harbour, North Sea Midstream partners;Capture from natural gas processing;UK;St. Fergus, UK;;Industrial;Industrial;Other Subsector;Natural gas processing;57.580312731419;-1.84481287459092;Onshore;200000;Dedicated Saline Storage;Dedicated Saline Storage;;;In Development;Scottish Cluster;;https://www.nsenergybusiness.com/projects/acorn-carbon-capture-and-storage-project-scotland/;;;;;;;;;;;CATF
GB-035;CATF;Humber Refinery;Phillips 66 Ltd;"Capture from FCC/olefins flue gas; ≥95% capture target. Under Humber Zero cluster";UK;UK;;Industrial;Industrial;Other Subsector;Petrochem / Refining;53.61;-0.23;Onshore;Unknown;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2022;2030;In Development;Part of the Humber Zero industrial-decarbonisation cluster. Post-combustion carbon capture from the Fluid Catalytic Cracker (FCC) flue gas;;https://www.phillips66.com/newsroom/humber-refinery-advances-carbon-capture-project/;;;;;;;;;;;CATF
GB-036;CATF;Orion Carbon Capture and Storage;Perenco, Carbon Catalyst ;Carbon capture and storage using decommissioned Amethyst gas field and the producing West Sole Field for permanent CO2 storage. Initially 1 Mtpa, rising to 6 Mtpa.;UK;Southern North Sea, UK;;Storage;Storage;Storage;Storage;53.633;0.617;Offshore;6000000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2023;;In Development;NSTA awarded storage licenses for both storage sites;August;https://www.offshore-mag.com/regional-reports/north-sea-europe/article/14297839/nsta-green-lights-north-sea-orion-carbon-capture-project;;;;;;;;;;;CATF
GB-037;CATF;Spirit Energy CCUS hub;"Spirit Energy (Centrica and Stadtwerke Mucnchen GmbH joint venture)
";CO2 storage hub in the depleted South Morecambe and North Morecambe gas fields;UK;Morecambe, UK;;Storage;Storage;Storage;Storage;53.846667;-3.580833;Offshore;25000000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2023;;In Development;;January;https://www.spirit-energy.com/newsroom/press-releases/spirit-energy-launches-plan-for-carbon-storage-cluster/;;;;;;;;;;;CATF
GB-038;CATF;Acorn storage site;Storegga, Chrysaor, Shell, Total, UK Government, Scottish Government, Exxon;Dedicated storage site for Scottish Cluster;UK;Aberdeenshire, UK;;Storage;Storage;Storage;Storage;58;0.4;Offshore;10000000;Dedicated Saline Storage;Dedicated Saline Storage;2017;;In Development;;;https://theacornproject.uk/;;;;;;;;;;;CATF
GB-039;CATF;Hewett Storage Site;ENI, Fluxys, Interconnector, Enfinium, SUMMIT, SSE Thermal, North London Waste Authority, Cadent, CORY, MVV, Progressive Energy;Dedicated storage site for Bacton Thames Net Zero;UK;Bacton, UK;;Storage;Storage;Storage;Storage ;53.0175;1.795278;Offshore;20000000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2022;;In Development;Storage for Bacton Thames NetZero and potentially international. ;;https://www.eni.com/static/bactonthamesnetzero/;;;;;;;;;;;CATF
GB-040;CATF;Northern Endurance Partnership;BP, Eni, Equinor, National Grid, Shell, TotalEnergies;Storage for Zero Carbon Humber and Net-Zero Teeside ;UK;UK;;Storage;Storage;Storage;Storage ;54.25478;0.94047;Offshore;27000000;Dedicated Saline Storage;Dedicated Saline Storage;2020;2028;Under Construction;NEP has submitted a bid for funding through Phase 2 of the UK Government’s Industrial Decarbonisation Challenge. FID taken in Dec 2024. Storage for Net Zero Teesside and Zero Carbon Humber;;https://northernendurancepartnership.co.uk/2024/12/10/northern-endurance-partnership-greenlights-uks-first-co2-transportation-and-storage-infrastructure-project/;;;;;;;;;;;CATF
GB-041;CATF;Viking CCS Storage Site;Harbour Energy;Offshore storage in depleted gas fields;UK;UK;;Storage;Storage;Storage;Storage;53.448056;2.333056;Offshore;10000000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2022;;In Development;;;https://www.vikingccs.co.uk/;;;;;;;;;;;CATF
GB-042;CATF;Bacton Thames Net Zero;ENI, Fluxys, Interconnector, Enfinium, SUMMIT, SSE Thermal, North London Waste Authority, Cadent, CORY, MVV, Progressive Energy;Capture from industry, power, waste-to-energy, and hydrogen production, storage in Hewett Gas Field. ;UK;London, UK;;Industrial;Industrial;Transport Hub;CO₂ Import/Export Terminal ;51.504725;0.155109;Onshore;10000000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2022;;In Development;This project plans for international transport of CO2 and Hydrogen to/from Zeebrugge, Belgium. *replaced CORY CCS entry.;;https://www.eni.com/static/bactonthamesnetzero/;;;;;;;;;;;CATF
GB-043;CATF;Milford Haven CO₂ Project;"RWE (Pembroke Net Zero Centre); Dragon LNG";"Capture at Pembroke; liquefaction & ship-loading at Dragon LNG; ship to North Sea";UK;Milford Haven, Pembrokeshire, UK;;Industrial;Industrial;Transport Hub;CO2 Export terminal;51.71;-5.05;Onshore;5000000;Dedicated Saline Storage;Dedicated Saline Storage;2024;2030;In Development;https://www.celticfreeport.wales/milford-haven-co%e2%82%82-project-takes-shape/#:~:text=Celtic%20Freeport%20partners%20%E2%80%93%20RWE%20and%20Dragon%20LNG,CO%E2%82%82%20from%20the%20Dragon%20site%20via%20non-pipeline%20transport.;;https://uk.rwe.com/press-and-news/2025-03-19-rwe-and-dragon-launch-haven-co2-project-at-senedd/;;;;;;;;;;;CATF
GB-044;CATF;Sullum Voe CO₂;"EnQuest plc; Veri Energy Ltd";Repurposing the Sullom Voe Terminal (Shetland) into a CO₂ import, handling, and injection hub - EnQuest Veri Storage;UK;Sullom Voe Terminal, Shetland Islands, Scotland, UK;;Industrial;Industrial;Transport Hub;CO₂ Import Terminal;60.458515;-1.28898;Onshore;Unknown;Depleted Oil or Gas Reservoir;Depleted Oil or Gas Reservoir;;;Planned;https://www.offshore-mag.com/renewable-energy/article/14282260/enquest-eyes-carbon-storage-green-hydrogen-production-at-shetland-faciliies;;https://verienergy.com/pages/carbon-storage?utm_source=chatgpt.com;;;;;;;;;;;CATF
GB-045;CATF;Port of Immingham - Humber CO₂ Terminal;"Harbour Energy (Viking CCS); BP (Northern Endurance Partnership); VPI Immingham; Phillips 66; Uniper";Capture and export of CO₂ from Humber industries to Endurance and Viking offshore storage sites via port and pipeline network.;UK;Port of Immingham, UK;;Industrial;Industrial;Transport Hub;CO₂ Export Terminal;53.625359;-0.194125;Onshore;Unknown;Unknown;Unknown;;;Planned;https://www.offshore-energy.biz/port-of-immingham-to-get-co%e2%82%82-import-terminal/#:~:text=The%20Associated%20British%20Ports%20%28ABP%29%20has%20entered%20into,of%20Immingham%2C%20the%20UK%E2%80%99s%20largest%20port%20by%20tonnage.;;;;;;;;;;;;;CATF
GB-046;CATF;Peterhead CO₂ Import Terminal (Peterhead Port);SSE Thermal, Equinor (Acron), Peterhead Port Authority;;UK;Peterhead, UK;;Industrial;Industrial;Transport Hub;CO₂ Import Terminal;57.502382;-1.770508;Onshore;Unknown;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;;;Planned;3-2 Tom Snow Peterhead Carbon Capture Project and the Scottish Cluster.pdf;;;;;;;;;;;;;CATF
GB-047;CATF;Port Talbot CO₂ Terminal (South Wales);"Tata Steel UK; Associated British Ports (Port Talbot)";;UK;Port Talbot, Wales, UK;;Industrial;Industrial;Transport Hub;CO2 Export terminal;51.589792;-3.787105;Onshore;Unknown;Unknown;Unknown;;;Planned;;;;;;;;;;;;;;CATF
GB-048;CATF;Enfinium Ferrybridge;Enfinium, Navigator Terminals, Bechtel;CO2 captured at enfinium's Ferrybridge waste to energy facilities, transported to Navigator's storage facilities in Teesside using rail freight. The CO2 will then be transported offshore from Navigator's facilities for permanent storage.;UK;Ferrybridge, UK;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;53.718593;-1.287227;Onshore;1420000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;;;In Development;;;;;;;;;;;;;;CATF
GB-049;CATF;North London Waste Authority Carbon Capture Project;North London Waste Authority;Capture from waste to energy facility;UK;London, UK;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;51.6128;-0.0448;Onshore;700000;Unknown;Unknown;2021;;In Development;;;https://www.nlwa.gov.uk/news/north-london-waste-authority-agrees-award-contract-unlock-vital-waste-management;;;;;;;;;;;CATF
GB-050;CATF;Parc Adfer;Enfinium;Capture from waste to energy facility, part of HyNet cluster;UK;Liverpool, UK;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;53.237996;-3.034115445;Onshore;235000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2022;;In Development;Part of Hynet Cluster;;https://www.deeside.com/200m-carbon-capture-project-unveiled-for-deesides-parc-adfer/;;;;;;;;;;;CATF
GB-051;CATF;Protos ERF CCUS;Encyclys/Biffa;Capture from energy recovery facility;UK;;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;53.282709;-2.806517;Onshore;370000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2023;2029;In Development;Part of Hynet Cluster,  project was selected for the next stage of the Government’s carbon capture cluster sequencing programme.;;https://www.encyclis.com/sustainability/carbon-capture/;;;;;;;;;;;CATF
GB-052;CATF;SUEZ Tees Valley EfW;SUEZ;Capture from waste to energy, part of East Coast Cluster;UK;Teesside, UK;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;54.595210971867;-1.25869794785818;Onshore;240000;Unknown;Unknown;2020;;In Development;Part of East Coast Cluster;;https://www.suez.co.uk/en-gb/news/press-releases/220322-suez-teesside-carbon-capture-plans-take-a-step-forward;;;;;;;;;;;CATF
GB-053;CATF;Viridor Runcorn Industrial CCS;Viridor;Capture from energy-from-waste facility, part of HyNet;UK;Runcorn, UK;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;53.32832;-2.757207;Onshore;900000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2022;;In Development;Part of Hynet Cluster, shortlisted for the final stage in the Government’s industrial carbon capture (ICC) sequencing process.;;https://www.viridor.co.uk/our-ambition/runcorn-ccs-project/;;;;;;;;;;;CATF
GB-054;CATF;Riverside CCS;Cory, Shell Catalysts & Technologies, Technip Energies;CO2 capture at energy-from-waste (EfW) plants in Southeast London with permanent CO2 storage under the North Sea.;UK;London;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;51.5044836254655;0.153959188738529;Onshore;1400000;Dedicated Saline Storage;Dedicated Saline Storage;2024;2039;In Development;;;https://www.letsrecycle.com/news/cory-announces-partners-for-its-riverside-ccs-project/;;;;;;;;;;;CATF
GB-055;CATF;SUEZ Haverton Hill EfW;SUEZ Recycling & Recovery UK;Capture from waste to energy, part of East Coast Cluster;UK;UK;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;54.608429;-1.255543;Onshore;550000;Unknown;Unknown;2024;;Planned;;;https://ukccsrc.ac.uk/wp-content/uploads/2021/03/Suez-EfW-to-UKCCSRC-24-March-20211.pdf?;;;;;;;;;;;CATF
GB-056;CATF;SUEZ EfW Wilton;SUEZ Recycling & Recovery UK;Post-combustion capture from EfW at Wilton;UK;UK;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;54.59;-1.13;Onshore;350000;Unknown;Unknown;2024;;Planned;;;https://ukccsrc.ac.uk/wp-content/uploads/2021/03/Suez-EfW-to-UKCCSRC-24-March-20211.pdf?;;;;;;;;;;;CATF
GB-057;CATF;Kemsley CCS (Enfinium);Enfinium;EfW post-combustion capture;UK;UK;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;51.37;0.76;Onshore;590000;Dedicated Saline Storage;Dedicated Saline Storage;;;Planned;;;https://enfinium.co.uk/enfinium-rolls-out-carbon-measurement-technology-progressing-delivery-of-carbon-removals/;;;;;;;;;;;CATF
GB-058;CATF;North Lincolnshire Green Energy Park CCS;Solar 21;EfW with CCS at Scunthorpe;UK;UK;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;54.61;-1.18;Onshore;760000;Dedicated Saline Storage;Dedicated Saline Storage;;;Planned;;;https://hydrogeneast.uk/2025/03/21/planning-approval-for-waste-to-energy-hydrogen-carbon-capture-plant/;;;;;;;;;;;CATF
GR-001;CATF;IFESTOS;TITAN Group;Capture at Kamari Cement plant. The project is intended to be part of an eco-system of projects to combine carbon capture points with transportation and storage infrastructure.;Greece;Kamari, Greece;;Industrial;Industrial;Cement;Cement;38.1292805824328;23.5293210112715;Onshore;1900000;Unknown;Unknown;2023;;In Development;Selected for Grant Agreement Preparation by the EU Innovation Fund *3rd Round;July;https://www.titan.gr/en/newsroom/news-and-press-releases/new?item=1648;;;;;;;;;;;CATF
GR-002;CATF;OLYMPUS;Holcim Group;Capture from Milaki cement plant and storage in Prinos basin;Greece;Aliveri, Greece;;Industrial;Industrial;Cement;Cement;38.3793058494499;24.0653353577661;Onshore;2000000;Depleted Oil or Gas Reservoir;Depleted Oil Reservoir;2023;2029;In Development;Supported by Innovation Fund;;https://annual-report.holcim.com/fileadmin/user_upload/2022/pdf/24022023-finance-holcim-fy-2022-report-full-en-3914999618.pdf;;;;;;;;;;;CATF
GR-003;CATF;Olea DAC;RepAir, EnEarth (Energean);Associated with Energean's Prinos storage project. DAC project with permanent storage in the Prinos saline aquifer in Greece. Phase 1 capture of 1,000 TPA up to 100,000 TPA by phase 3.;Greece;Kavala, Greece;;Direct Air Capture;Direct Air Capture;Direct Air Capture;Direct Air Capture;40.9629668507111;24.5374447277272;Onshore;100000;Dedicated Saline Storage;Dedicated Saline Storage;2024;2026;In Development;;;https://www.repair-carbon.com/projects;;;;;;;;;;;CATF
GR-004;CATF;IRIS;Motor Oil (Hellas) Corinth Refineries SA;carbon capture technology on its Steam Methane Reformer (SMR), The bulk of the captured carbon will be sequestered in an offshore storage facility in the North Aegean Sea, while a small amount will be utilised to produce 10 000 tonnes of e-methanol per year, ;Greece;Agioi Theodoroi, Greece;;Industrial;Industrial;Hydrogen;Hydrogen;37.920051792975;23.0769235662901;Onshore;1200000;Depleted Oil or Gas Reservoir;Gas Reservoir;2024;2028;In Development;"EU Innovation Fund-supported IRIS project; regulatory challenges with transboundary maritime CO₂ transport and permitting.";;https://www.homaio.com/post/iris---greece;;;;;;;;;;;CATF
GR-005;CATF;Prinos;Energean ;Offshore CO2 storage;Greece;Greece;;Storage;Storage;Storage;Storage;40.80006;24.49006;Offshore;2500000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2021;;In Development;;;https://www.bloomberg.com/news/articles/2021-02-25/energean-plans-500-million-greek-carbon-storage-and-h2-facility;;;;;;;;;;;CATF
GR-006;CATF;APOLLOCO2-LT;DESFA;"liquefaction export terminal, comprising of an onshore and offshore unit, and 
offer temporary storage before its transportation to permanent storage sites.
";Greece;Attica, Greece;;Industrial;Industrial;Transport Hub;CO₂ Export Terminal ;37.969911;23.403011;Onshore;Unknown;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2024;2030;In Development;IF24Call - Invited to grant agreement preparation. an open-access CCS hub in South-Eastern Europe, featuring a liquefaction export terminal, comprising of an onshore and offshore unit, and offer temporary storage before its transportation to permanent storage sites;;;;;;;;;;;;;CATF
GR-007;CATF;Kavala Prinos Sigma CO₂ Terminal;Energean;Onshore Sigma facility retrofitted for CO₂ reception. Storage Prinos;Greece;Kavala , Greece;;Industrial;Industrial;Transport Hub;CO₂ Import Terminal (Port);40.954057;24.479136;Onshore;3000000;Depleted Oil or Gas Reservoir;Depleted Oil Field;2021;2027;In Development;Injection to Prinos offshore storage (Phase 1 (2025–2028): 1 Mtpa, Phase 2 from Dec 2027: ~3 Mtpa);;https://www.iene.eu/articlefiles/inline/sardi%20-%2014th%20seeed.pdf;;;;;;;;;;;CATF
HR-001;CATF;Sisak biorefinery;INA, AXENS;Capture form aluminium production. The first stage (2024-2027) involves testing and prototyping carbon capture technology, while the second stage (starting in 2028) focuses on scaling up its industrial deployment. Part of Dunkirk Hub.;Croatia;Sisak, Croatia;;Industrial;Industrial;Biofuels;Bioethanol;45.453651;16.407503;Onshore;52000;Depleted Oil or Gas Reservoir;Depleted Oil Reservoir;2020;;In Development;The project has received funding from the Croatian Government as part of the Recovery and Resilience Facility;;http://www.ina.hr/biorafinerija;;;;;;;;;;;CATF
HR-002;CATF;CO₂NTESSA;NEXE, ThyssenKrupp;Capture from Nasice cement plant for storage in Bockovici storage site in a saline aquifer.;Croatia;Zolijan, Croatia;;Industrial;Industrial;Cement;Cement;45.4518736989918;18.0397184836989;Onshore;700000;Dedicated Saline Storage;Dedicated Saline Storage;2023;2028;In Development;;March;https://www.total-croatia-news.com/business/66790-croatian-nexe;;;;;;;;;;;CATF
HR-003;CATF;KOdeCO net Zero;"Holcim Group
";"Capture from cement plant 
";Croatia;"Koromacno, Croatia
";;Industrial;Industrial;Cement;Cement;44.96718325;14.12184286;Onshore;367000;Depleted Oil or Gas Reservoir;Depleted Oil or Gas Reservoir;2023;;In Development;Included in territorial just transition fund, Selected for Grant Agreement Preparation by the EU Innovation Fund *3rd Round;;https://www.holcim.com/what-we-do/green-operations/ccus/kodeco;;;;;;;;;;;CATF
HR-004;CATF;Petrokemija Kutina;Petrokemija Kutina, INA;CO2 captured at ammonia facility to be transported via pipeline for onshore storage;Croatia;Kutina, Croatia;;Industrial;Industrial;Other Subsector;Ammonia for fertiliser;45.471112;16.79475;Onshore;190000;Depleted Oil or Gas Reservoir;Depleted Oil Reservoir;2021;;In Development;The project has received funding from the Croatian Government as part of the Recovery and Resilience Facility;;;;;;;;;;;;;CATF
HR-005;CATF;Geothermal CCS Croatia;"Hydrocarbons Agency Croatia
";Co2 storage site powered by geothermal energy;Croatia;Bockovac, Croatia;;Storage;Storage;Storage;Storage;45.7081340038479;18.1164935318494;Onshore;630000;Dedicated Saline Storage;Dedicated Saline Storage;2022;;In Development;;December;*PCI candidate list;;;;;;;;;;;CATF
HU-001;CATF;Danube Carbon Removals;Pannonia Bio, MOL;Capture at bioethanol production facility for onshore storage in nearby aquifer;Hungary;Dunaföldvár, Hungary;;Industrial;Industrial;Biofuels;Bioethanol;46.8346440674694;18.9151575454949;Onshore;400000;Dedicated Saline Storage;Dedicated Saline Storage;2024;;In Development;In early development/concept phase;;https://hungarytoday.hu/hungarian-carbon-project-could-lead-the-way-in-europe/;;;;;;;;;;;CATF
IS-001;CATF;Removr Commerical Plant 1;Removr, Carbfix, COWI,  GreenCAP Solutions, ON Power, SINTEF, Metier, Citec and DNV;CO2 capture with GreenCap's zeolite solid adsorbent technology. The captured CO2 will besubsequently stored via Carbfix's mineralization method,;Iceland;Location TBD, Iceland;;Direct Air Capture;Direct Air Capture;Direct Air Capture;Direct Air Capture;64.7974986148875;-18.3288217117074;Onshore;2000;Basalt;Basalt Mineralization;2023;;In Development;;May;https://www.carbfix.com/carbfix-and-removr-team-up-for-direct-air-capture-and;;;;;;;;;;;CATF
IS-002;CATF;Removr Commerical Plant2;Removr, Carbfix, COWI, GreenCAP Solutions, ON Power, SINTEF, Metier, Citec and DNV;;Iceland;Location TBD, Iceland;;Direct Air Capture;Direct Air Capture;Direct Air Capture;Direct Air Capture;64.7974986148875;-18.3288217117074;Onshore;100000;Basalt;Basalt Mineralization;2023;;In Development;;May;https://www.removr.no/news/removr-partners-with-carbfix-100000t-plant-iceland;;;;;;;;;;;CATF
IS-003;CATF;Mammoth;Climeworks, Carbfix;Direct air capture with mineral storage in basalt structures;Iceland;Hellisheiði, Iceland;;Direct Air Capture;Direct Air Capture;Direct Air Capture;Direct Air capture;64.0494210981235;-21.4316008929976;Onshore;36000;Basalt;Basalt Mineralization;2021;2024;Operational;;;https://climeworks.com/news/climeworks-announces-groundbreaking-on-mammoth;;;;;;;;;;;CATF
IS-004;CATF;Grundartangi Plant;Aker Carbon Capture, Carbfix, Elkem Iceland;Capture from ferrosilicon plant;Iceland;Grundartangi, Iceland;;Industrial;Industrial;Other Subsector;Ferrosilicon;64.356;-21.7846;Onshore;Unknown;Basalt;Basalt Mineralization;2021;;In Development;;;https://news.cision.com/aker-carbon-capture-as/r/aker-carbon-capture-and-carbfix-to-explore-ccs-at-elkem-iceland-s-grundartangi-plant,c3382946;;;;;;;;;;;CATF
IS-005;CATF;Carbfix Coda Terminal ;Carbfix, Ultragas, Dan-Unity;Captured CO2 will be transported by vessels for storage (CCS) and reuse (CCU);Iceland;Bay of Straumsvík, Iceland;;Storage;Storage;Storage;CO2 Import terminal ;64.01503;-22.12969;Onshore;3000000;Basalt;Basalt Mineralization;2021;;In Development;CO2 Import terminal  for Basalt storage. Selected by EU Innovation Fund;;https://www.carbfix.com/;;;;;;;;;;;CATF
IT-001;CATF;"Buzzi Unicem Augusta Cement Plant
";Buzzi Unicem Spa;CO2 capture plant installed at a cement plant, storage at Prinos storage site in Greece;Italy;Augusta, Italy;;Industrial;Industrial;Cement;Cement;37.1936353620902;15.1822702460222;Onshore;200000;Depleted Oil or Gas Reservoir;Depleted Oil Reservoir;2022;;In Development;"Part of Augusta-C2/Prinos CO2 storage
";December;*PCI candidate list;;;;;;;;;;;CATF
IT-002;CATF;AdriatiCO2;Marcegaglia Ravenna S.P.A.;Co2 capture from steel processing at the Ravenna hub, using amine-based technology and BECCS integration, part of Ravenna hub;Italy;Ravenna, Italy;;Industrial;Industrial;Other Subsector;Steel;44.4667192858693;12.2417691478596;Onshore;110000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2025;;In Development;Selected for grant preparation IF23 medium-scale, part of Ravenna hub;;https://www.confindustria.it/wcm/connect/97951023-f255-4f96-805a-1844c68869a3/Presentazione_Marcegaglia_Innovation+Fund.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE-97951023-f255-4f96-805a-1844c68869a3-piY0Stj;;;;;;;;;;;CATF
IT-003;CATF;CCS Ravenna Hub;Eni, Mitsubishi Heavy Industries (MHI);Carbon storage hub off the coast of Ravenna. Currently capturing from Eni's Casalborsetti natural gas plant in Ravenna, Italy, with plans for additional capacity.;Italy;Ravenna, Italy;;Storage;Storage;Storage;Storage;44.59956;12.68218;Offshore;4000000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2020;;Operational;CO2 storage hub for refineries and power generation;;https://www.eni.com/en-IT/low-carbon/catching-co2-off-coast-ravenna.html;;;;;;;;;;;CATF
IT-004;CATF;Ravenna CCS Terminal (Porto Corsini);"Eni; Snam";"Receives onshore CO₂; compresses & sends offshore to depleted gas fields. Storage Ravenna";Italy;Porto Corsini, Italy;;Industrial;Industrial;Transport Hub;CO₂ Import Terminal;44.473595;12.251801;Onshore;Unknown;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;;2024;Operational;Phase 1 capture ~0.25 Mtpa;;https://www.eni.com/en-IT/media/press-release/2024/09/eni-snam-launch-ravenna-css-italy-s-first-carbon-capture-storage-project.html;;;;;;;;;;;CATF
IT-005;CATF;Captureste Ferrara WtE;Herambiente;Capture from waste-to-energy plant;Italy;Ferrara, Italy;;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;Waste-to-Energy;44.860177;11.555133;Onshore;64000;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2024;2030;In Development;IF 23 Invited for grant preparation;;;;;;;;;;;;;CATF
IT-006;CATF;Rezzato- Mazzano cement plant (DREAM);Heidelberg Materials (Italcementi);xyfuel capture for grey clinker and amine capture for white clinker, with a join waste heat recovery process to power solvent regeneration without additional energy. Storage would be at Ravenna via pipeline. Total emissions are 788 ktpa.;Italy;Brescia, Italy;;Industrial;Industrial;Cement;Cement;45.5154200376713;10.342681494318;Onshore;Unknown;Depleted Oil or Gas Reservoir;Depleted Gas Reservoir;2024;;Planned;IF24Call - Invited to grant agreement preparation. ;;https://www.heidelbergmaterials.com/en/pr-2024-09-30;;;;;;;;;;;CATF
IT-007;Manual;HERCCULES;Politecnico di Milano (LEAP);"Oxy-combustion and post-combustion CO2 capture (Calcium Looping + cryogenic purification) at two cement plants in Northern Italy and Greece; CO2 transport to Ravenna (Italy) and Prinos (Greece) geological storage sites; CO2 utilization in mineralization for cementitious materials";Italy;Northern Italy & Greece (multi-site);;Industrial;;Cement;Cement + Energy-from-Waste (EfW) cluster demonstration;45.05;9.77040004;Onshore;Unknown;Depleted Oil or Gas Reservoir;Ravenna (depleted gas Reservoir, Italy) and Prinos (Greece);;;Research;EU Horizon Europe project, grant No. 101096691. Multi-country (Italy + Greece). 9,000+ hours of testing at two cement plants. First full-scale CCUS chain demonstration in Southern Europe.;;https://www.herccules.eu/;Politecnico di Milano / LEAP;;;;EU Horizon Europe;;Horizon Europe;;https://www.herccules.eu/;;
LT-001;CATF;Akmenės Cementas;Schwenk / Akmenės Cementas / CCS Baltic Consortium;"CO₂ capture at cement plant; liquefaction / buffer; transport to Klaipėda terminal; shipping to offshore";Lithuania;Akmenės, Lithuania;;Industrial;Industrial;Cement;Cement;56.3143;22.9172;Onshore;740000;Unknown;Unknown;;;Planned;;;https://ccs-baltic.eu/;;;;;;;;;;;CATF
LT-002;CATF;Orlen Lietuva CCS (ECO2CEE);Orlen Lietuva / ORLEN / partners;"Capture at refinery / industrial emissions; transport via pipelines / rail / ships; export interconnector";Lithuania;Mažeikiai, Lithuania;;Industrial;Industrial;Other Subsector;Oil refining ;56;22;Onshore;600000;Unknown;Unknown;;;Planned;;;https://www.energy.gov/sites/default/files/2023-08/8.%20ECO2CEE%20PKN%20ORLEN.pdf?;;;;;;;;;;;CATF
LT-003;CATF;Klaipėda Terminal (CCS Baltic CO₂ Export Hub );"Klaipėdos Nafta AB; SCHWENK Latvija; Heidelberg Materials Lietuva; Yara; Mitsui O.S.K. Lines; CCS Baltic Consortium";Liquefaction and shipping terminal aggregating CO₂ from Latvian and Lithuanian emitters for export to permanent offshore storage;Lithuania;Klaipėda, Lithuania;;Industrial;Industrial;Transport Hub;CO₂ Export Terminal (Port);55.654469;21.164863;Onshore;2800000;Unknown;Unknown;2023;2031;Planned;"PCI-listed EU cross-border project; regional hub for LV/LT emitters";;https://ceenergynews.com/climate/what-size-of-klaipeda-co2-terminal/?;;;;;;;;;;;CATF
LV-001;CATF;Brocēni cement plant;Capsol, SCHWENK;Capture from cement production plant.;Latvia;Brocēni, Latvia;;Industrial;Industrial;Cement;Cement;56.691662106644;22.5912311121492;Onshore;750000;Dedicated Saline Storage;Dedicated Saline Storage;2024;;In Development;;January;https://carboncapturemagazine.com/articles/capsol-technologies-awarded-feasibility-study-from-cement-producer-schwenk;;;;;;;;;;;CATF
